id,context,question,answer0,answer1,answer2,answer3,label,pred,logits
3MQKOF1EE2MTOF5GODS24910D9VDWV##34YB12FSQZM3H7JNC4TPQGYU71VGML##A1OPGPTQJ48XOY##Blog_393443##q1_a1##3NI0WFPPIBUGP5ON5H33J66COJJ60Y,"From China too , not the same fucking country like VistaPrint . This question of "" who do I get my cards printed with ? "" comes up more often than I would have expected , and every single time I sound like a corporate shill for Print 100 . I ' m not .",Why do you feel like your an advocate for Print 100 ?,People continuously ask me where I go to get my printing and I just tell them Print100 which begins to sound like I advocate for that company,None of the above choices .,I find that I really like Print100 and brag about them constantly,If I promote Print100 to 10 customers I get free store credit so I guess in some ways I do talk about them a lot,0,1,[-2.469 -1.499 -2.926 -2.418]
3E9VAUV7BWCZFDX4J4JOZ5EA3EYAYP##3KWTYT08711LVSCIVW9JM6SGHMUL57##A394JO4NEPCY3M##Blog_710320##q1_a1##3YOAVL4CA2VZC3QZQNNGS7PKAZVZ4X,"It is truly changing the course of business in the entertainment industry . Creative Core found us over the internet and all of our correspondences with them have been , yes over the internet . Due to the internet Mary Kate and I were able to research the entertainment industry for our business plan , create our movie , market it , and distribute it all without the help of a major studio .",What might be different if not for the internet ?,The narrator would research the entertainment industry,The narrator would n't need the help of a major studio,The narrator would need the help of a major studio,None of the above choices .,2,1,[-1.85  -1.215 -2.566 -2.645]
3L55D8AUFAVN8SU23IFF504Y3WLCYP##3DQQ64TANHJ5ZW60JPPZTNED3W4PWY##A2KYOM2ZGYDJGT##Blog_195905##q1_a1##3FDWKV9VCPGYUULVQ4O4X9R5UYMUMZ,they were getting a little too friendly i think . eric yelled at baxter for trying to lick paco 's peen at one point . i told him that i probably would have ignored it .,Who was getting too friendly ?,None of the above choices .,Eric,Baxter,Paco 's peen,2,3,[-2.543 -3.672 -3.182 -1.832]
3GS542CVJVLN86DFGW0RSD5X2FK95D##3T3IWE1XG7LY7R3LOXZD68XO6DDTQ4##AXJ1PE87PD0KK##Blog_204648##q1_a2##3EHIMLB7F9DE4JD7W47M9C1KGRT8HY,"This is most likely my last blog post from this apartment . We 're not done packing , and we 'll probably be at it until ski o'clock ( tomorrow will be time for coffee & adrenaline ) . But I ' m turning off the computers and packing up all the cables , power strips , etc . except for the DSL modem and the wireless access point , just in case we need to check something in the morning . We went over to pick up our keys for the new apartment today .",Why will I be exhausted after the next few days ?,I will be exhausted from writing blog posts .,I will be exhausted from packing and moving .,I will be exhausted from picking up the keys .,None of the above choices .,1,0,[ 2.377   0.5464 -2.936  -1.496 ]
3HXK2V1N4KDAOJH0CJ43MNO8MBI2GC##3BXQMRHWK0WMMPKIW9I6UVZLEQQUMB##AXJ1PE87PD0KK##Blog_1233212##q1_a1##3EQPA8A376APFL9KTUAKY9E3SLPJZQ,Then I went to Walmart to pick up 4 RX refills I called in yesterday . They had 3 but the doctor who prescribed my Lisinopril for high blood pressure is the one we just dropped and he did n't call them back . They loaned me 4 from my next prescription so I have about a week 's worth left .,Why did n't the doctor call back ?,The doctor was too sick to call .,None of the above choices .,The doctor had high blood pressure .,He was angry they dropped him .,3,0,[-0.2622 -1.888  -1.832  -0.665 ]
3Z33IC0JC20J0PR16LU4O9N483L9VV##3DIP6YHAPF757TKZW55IDT0WFUX8EW##AJ7NSZOAFP05U##Blog_1438046##q1_a1##3VJ4PFXFJ5LXSTC6T1YZOIW50SMUAQ,"Cate arrived home from Sydney late last night totally exhausted . WYD week had been absolutely full on . She did enjoy herself , thought was more than happy to come home as she said she was sick of the crowds of people by the end of the week , wanted her own space again , and was pleased to be going back to school this morning for a rest lol .",What may have caused Cate to arrive home exhausted ?,She had just got back from school .,She finished travelling for school .,She finished travelling .,None of the above choices .,2,0,[ 2.355   0.3894  0.6104 -2.494 ]
3CESM1J3EKH9XVP8YOWOQ1FGPKI6WC##39U1BHVTDO6LVFWQAJZHLYSM3DQT34##A1S1K7134S2VUC##Blog_505374##q1_a1##3W9XHF7WGM9O4T635NLED0DZMSEKTD,Last night I may or may not have had a dream that a bat was stuck in my closet . I say may or may not because I am pretty sure I was awakened to a strange sound somewhere in our house and my 4 in the morning brain assumed that it must be a bat . In my closet .,"If a bat got into a closet , would it really be stuck inside the closet ?","Bat can open doors to get in , however they can not open doors to get out .",None of the above choices .,Bats stick in closets because the become entangled in clothes .,"Yes , it would be stuck inside the closet , it can not work the door .",1,0,[ 0.898  -0.3074 -2.254  -1.565 ]
3SU800BH886PF9JNIXVLEIBA421UQA##3LKC68YZ3DI29LT6OMOKWLXW1MSWOR##A1OPGPTQJ48XOY##Blog_202049##q1_a1##39RRBHZ0AWFY6G9EAJO31XPXNLNZV8,All my hard work getting him to sleep disappeared . Now he was rudely awakened and of course not tired anymore since he had a short nap . I was so frustrated and guilty over dumping a cup of cold water on my babies ' head .,Why did you dump a cup of cold water on the baby 's head ?,I was carrying water while I went over to him and the cup slipped from my hand and I dropped water on him accidentally,None of the above choices .,I was annoyed that he had woken up and I had water in my hand and could n't resist so I poured it over him,I wanted to shock him awake so I used water to do so knowing that water is totally harmless,0,2,[-0.3252 -1.972   0.663  -1.615 ]
3N5YJ55YXG153ETQC2ADIPG3ZJIAN1##3K5TEWLKGW903LJRGKUJYOUNCS4IV6##AJ7NSZOAFP05U##Blog_1219011##q1_a1##3YGYP13643NCWKEEYB8Z5DTLSW4RNI,"Never ever tried to buy it without discount except I got more than 3,000,000 payment at that month XD Anyway or soo ... I found that they are selling some Andre Valentino 's shoes . so I go there and check if there are any Sandals or shoes I like .",What may be your reason for looking at Andre Valentino 's shoes ?,I found some attire that I would enjoy .,I wanted to see if there was a discount on sandals .,I had a lot of money to spend .,None of the above choices .,2,0,[ 9.16    2.143  -0.3262 -1.608 ]
3ODOP6T3ASIUC3OGHI22DYR5WDF42B##3NXNZ5RS1BV5HUPSUSLQFHFH7GH79J##A2LTOS0AZ3B28A##Blog_19851##q1_a2##32ZCLEW0B1YV1H7E6LCI7BCPITXJPY,But i made it out safely . I am so happy that i paid attention to all my driving lessons over the last 2 years . After everyone got controll i was just shaking . it was so scary .,Why were they scared during driving ?,Their driving lessons were finished and it was so scary .,Someone was uncontrollable and making everyone scared .,They avoided having a traffic accident .,None of the above choices .,2,1,[-1.855  5.383  1.01  -1.204]
3ODOP6T3ASIUC3OGHI22DYR5WDF42B##3NXNZ5RS1BV5HUPSUSLQFHFH7GH79J##A2LTOS0AZ3B28A##Blog_19851##q2_a1##3QO7EE372Q1AJAAHI6EQ9SJMFKAQBB,But i made it out safely . I am so happy that i paid attention to all my driving lessons over the last 2 years . After everyone got controll i was just shaking . it was so scary .,Why had they been taking driving lessons ?,None of the above choices .,They loved when their car was out of control .,They wanted to drive and not pay attention at the same time .,They were only 16 and just learning .,3,1,[-1.693   0.9507  0.2113 -1.666 ]
3ODOP6T3ASIUC3OGHI22DYR5WDF42B##3NXNZ5RS1BV5HUPSUSLQFHFH7GH79J##A2LTOS0AZ3B28A##Blog_19851##q2_a1##3XDSWAMB246TTF2NW6ALKCP4X5AQCI,But i made it out safely . I am so happy that i paid attention to all my driving lessons over the last 2 years . After everyone got controll i was just shaking . it was so scary .,Why had they been taking driving lessons ?,None of the above choices .,They loved when their car was out of control .,They wanted to drive and not pay attention at the same time .,They wanted to be able to handle anything scary .,3,1,[-1.693   0.9507  0.2113  0.532 ]
3M7OI89LV020JXJ3HXWNE78DW8IC6Y##3Z4GS9HPNYPGY006ZSZ6TJCKG0D770##AJ7NSZOAFP05U##Blog_307820##q1_a1##3J9UN9O9J56SD03UP0XSSABHANYJ08,"Yesterday was another good example that I just should n't make long term ( as in 5 days in advance ) plans . Friend bailed , but this time I had a fab plan B ... which was to go see Dragster play the Underworld . They were supporting the Avengers , the name sounded strangely familiar and not only because of the cheesy TV show .",What may be your reason for going to see Dragster ?,I did n't want to get stuck watching a cheesy TV show .,It was the first idea I had when my friend wanted to make plans for an event .,It was the second idea I had if I could n't go to the other event .,None of the above choices .,2,1,[-1.401  1.353 -1.003 -2.62 ]
3T2HW4QDUXLN1GL1F4ZZYHZGOI69C8##3KGTPGBS600BAAFW6OBM7K9WHTH2UA##A2MHM7JK1T9XHR##Blog_285591##q1_a1##3XEDXEGFX52NOK9C7LX4TPBVQWVK0C,"There was a moment , pre dawn this morning , when the world was silent and grey . I stood on the balcony of my rented hotel room , steaming coffee mug in hand , and looked out at nothing . Then she stepped out to join me , sheet wrapped around her , hair tousled and eyes heavy with sleep disturbed .",What kind of relationship might I have with her ?,She is my girlfriend,She is my best friend,She is my mother,None of the above choices .,0,3,[-3.06  -5.754 -6.47  -2.113]
3T2HW4QDUXLN1GL1F4ZZYHZGOI69C8##3KGTPGBS600BAAFW6OBM7K9WHTH2UA##A2MHM7JK1T9XHR##Blog_285591##q2_a1##3CIS7GGG67X0I6TI960LK1MXMO3UE5,"There was a moment , pre dawn this morning , when the world was silent and grey . I stood on the balcony of my rented hotel room , steaming coffee mug in hand , and looked out at nothing . Then she stepped out to join me , sheet wrapped around her , hair tousled and eyes heavy with sleep disturbed .",Why did I go onto the balcony ?,I heard a sound outside,I could n't sleep,None of the above choices .,I wanted to see the sun set,1,0,[-1.521 -1.62  -3.293 -5.86 ]
3T2HW4QDUXLN1GL1F4ZZYHZGOI69C8##3KGTPGBS600BAAFW6OBM7K9WHTH2UA##A2MHM7JK1T9XHR##Blog_285591##q2_a2##3X0EMNLXER34SC78NAQ1AZNKE2EPVA,"There was a moment , pre dawn this morning , when the world was silent and grey . I stood on the balcony of my rented hotel room , steaming coffee mug in hand , and looked out at nothing . Then she stepped out to join me , sheet wrapped around her , hair tousled and eyes heavy with sleep disturbed .",Why did I go onto the balcony ?,I wanted to see the sun rise,I wanted to see the sun set,I heard a sound outside,None of the above choices .,0,2,[-6.17  -5.86  -1.521 -3.293]
3EHVO81VN7ZWTJTMXJY7U2EC2N31HR##3LKC68YZ3DI29LT6OMOKWLXW29GWOQ##A2KYOM2ZGYDJGT##Blog_311485##q1_a1##3P7RGTLO6GRJPX7UZNUXIVN7Y3GAK5,"Unfortunately , there are n't any non - live versions of this song on YouTube yet because it is a new song , but this YouTube video is pretty good quality . However , the did disable embedding . Lame .",Why are n't there any non - live versions of this song on YouTube ?,Because nobody has uploaded the studio version .,Because they did disable embedding .,Because this YouTube video is pretty good quality .,Because it 's unfortunate .,0,3,[ 1.683 -2.6   -3.895  4.598]
37Y5RYYI0RJT9TSVF6VDTPPFG44SXI##3EKVH9QME1JPT84AKTLXXK58TKSD2X##A8E99XNOTT390##Blog_1523649##q2_a1##39O0SQZVJPLNTZMRI4RA9G7VSLIR7Y,"During the wee hours of Monday , a severe thunderstorm moved through the area , with it it brought lots of rain . LOTS . The storm was so severe it actually kept me awake , not good considering I was already having a hard time sleeping due to the excruciating headache I 'd had since Saturday ( and still have ) and my babies that kept waking .",What caused the babies to wake up ?,Bright flashes of lightening .,Loud noises from their mother .,Bright light from a flashlight .,None of the above choices .,0,3,[-6.082 -4.59  -6.266 -2.336]
37Y5RYYI0RJT9TSVF6VDTPPFG44SXI##3EKVH9QME1JPT84AKTLXXK58TKSD2X##A8E99XNOTT390##Blog_1523649##q1_a2##3CRWSLD91MI3HP1YUICVY3ZGCNTOMX,"During the wee hours of Monday , a severe thunderstorm moved through the area , with it it brought lots of rain . LOTS . The storm was so severe it actually kept me awake , not good considering I was already having a hard time sleeping due to the excruciating headache I 'd had since Saturday ( and still have ) and my babies that kept waking .",What will I want to do next ?,Give the baby an aspirin to ease her pain .,Go back to sleep after feeding the baby .,None of the above choices .,Go back to sleep after feeding the baby an aspirin .,1,0,[ 2.676 -4.1   -4.4   -1.627]
37Y5RYYI0RJT9TSVF6VDTPPFG44SXI##3EKVH9QME1JPT84AKTLXXK58TKSD2X##A8E99XNOTT390##Blog_1523649##q2_a1##3XH7ZM9YX48R7IAKX1PUNCY1NB6R9A,"During the wee hours of Monday , a severe thunderstorm moved through the area , with it it brought lots of rain . LOTS . The storm was so severe it actually kept me awake , not good considering I was already having a hard time sleeping due to the excruciating headache I 'd had since Saturday ( and still have ) and my babies that kept waking .",What caused the babies to wake up ?,Bright light from a flashlight .,Loud noises from their mother .,Loud booming noises in the sky .,None of the above choices .,2,3,[-6.266 -4.59  -5.56  -2.336]
3GVPRXWRPHSV6BK18JL13QIWCB27I9##3Z9WI9EOZ0MMRFEVBYYRW3IRWGIKHR##AO33H4GL9KZX9##Blog_37488##q1_a1##3EFNPKWBMU2HSM15MF55C3USEOZ30Z,"It generally leads to better drafted rules , because the courts can take more time to focus on details that impact the court system than legislators , and also because legislators tend to let minor problems with court rules fester unaddressed in places where there is no unilateral ability to change court rules . It also maintains a status quo in which the legislature is not meddling unduly with the affairs of the judicial branch , which is a separate and co - equal branch of government . The legislature can , of course , enact statutes that trump court rules if necessary .",Why is it necessary for the legislature to enact statutes that trump court rules ?,Because the court rules may not reflect the legislature 's views but does reflect the people 's .,Because the court rules may reflect the legislature 's but does n't reflect the people 's views .,Because the court rules may reflect the legislature 's and thus the people 's views .,Because the court rules may not reflect the legislature 's and thus the people 's views .,3,2,[3.215 3.568 5.37  3.92 ]
